epoch,accuracy,learning_rate,loss,top_2_accuracy,top_3_accuracy,val_accuracy,val_loss,val_top_2_accuracy,val_top_3_accuracy
0,0.293380469083786,9.999999747378752e-05,1.8718327283859253,0.512532114982605,0.6788238883018494,0.6202247142791748,1.1509023904800415,0.8419475555419922,0.9295880198478699
1,0.3279241621494293,9.999999747378752e-05,1.7872314453125,0.5308483242988586,0.6892673373222351,0.6696628928184509,1.0920345783233643,0.8621723055839539,0.9513108730316162
2,0.3465617001056671,9.999999747378752e-05,1.7399885654449463,0.5506105422973633,0.7053341865539551,0.680898904800415,1.0625855922698975,0.8644194602966309,0.9513108730316162
3,0.34511569142341614,9.999999747378752e-05,1.724836826324463,0.559607982635498,0.7066195607185364,0.6891385912895203,1.0267835855484009,0.8621723055839539,0.9355805516242981
4,0.36327120661735535,9.999999747378752e-05,1.6984291076660156,0.5669987201690674,0.7170630097389221,0.704119861125946,1.0015809535980225,0.8734082579612732,0.9573033452033997
5,0.36632391810417175,9.999999747378752e-05,1.6648539304733276,0.5830655694007874,0.7291131019592285,0.7131085991859436,0.9613540172576904,0.8868913650512695,0.9595505595207214
6,0.37307196855545044,9.999999747378752e-05,1.653942584991455,0.5894922614097595,0.7316837906837463,0.7048689126968384,0.9587289094924927,0.8868913650512695,0.9580524563789368
7,0.3790166974067688,9.999999747378752e-05,1.6374485492706299,0.5914202928543091,0.7363432049751282,0.7198501825332642,0.9124507308006287,0.9056179523468018,0.9677902460098267
8,0.3870501220226288,9.999999747378752e-05,1.6050037145614624,0.6008997559547424,0.7422879338264465,0.7205992341041565,0.9051765203475952,0.9003745317459106,0.9670411944389343
9,0.38271209597587585,9.999999747378752e-05,1.6193410158157349,0.5923843383789062,0.737467885017395,0.7453183531761169,0.8966929316520691,0.91161048412323,0.9640449285507202
10,0.3873714506626129,9.999999747378752e-05,1.6002804040908813,0.5976863503456116,0.740359902381897,0.7385767698287964,0.889254629611969,0.9041198492050171,0.9610486626625061
11,0.40102827548980713,9.999999747378752e-05,1.5933419466018677,0.6073265075683594,0.7398778796195984,0.7370786666870117,0.8752887845039368,0.8981273174285889,0.9655430912971497
12,0.4063303470611572,9.999999747378752e-05,1.5718402862548828,0.6177698969841003,0.7520886659622192,0.737827718257904,0.871134877204895,0.9146067500114441,0.9707865118980408
13,0.39877891540527344,9.999999747378752e-05,1.559051752090454,0.6174485683441162,0.7559447288513184,0.7370786666870117,0.8806178569793701,0.9131085872650146,0.9670411944389343
14,0.40857967734336853,9.999999747378752e-05,1.546330213546753,0.6256426572799683,0.7630141377449036,0.7340824007987976,0.8570618033409119,0.91161048412323,0.9640449285507202
